City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Hobart,AU,-42.8794,147.3294,43.05,84,14,1.01,few clouds
1,Isangel,VU,-19.55,169.2667,78.3,83,100,8.46,overcast clouds
2,Luderitz,NA,-26.6481,15.1594,61.3,89,1,4.07,clear sky
3,Malyye Derbety,RU,47.9547,44.6808,45.46,74,100,12.08,overcast clouds
4,Hithadhoo,MV,-0.6,73.0833,81.72,78,78,12.64,broken clouds
5,Mataura,NZ,-46.1927,168.8643,57.47,96,99,3.44,light rain
6,Roald,NO,62.5833,6.1333,39.34,60,75,13.8,broken clouds
7,Atuona,PF,-9.8,-139.0333,78.28,74,4,18.41,clear sky
8,Kapaa,US,22.0752,-159.319,66.18,82,40,1.99,light rain
9,Tuktoyaktuk,CA,69.4541,-133.0374,-22.0,69,1,3.44,clear sky
10,Sayyan,YE,15.1718,44.3244,48.74,30,0,3.98,clear sky
11,La Plata,AR,-34.9215,-57.9545,76.03,50,76,11.27,broken clouds
12,Busselton,AU,-33.65,115.3333,58.08,77,0,9.84,clear sky
13,Hilo,US,19.7297,-155.09,67.73,93,90,8.05,heavy intensity rain
14,Saint-Philippe,RE,-21.3585,55.7679,78.39,82,14,10.49,few clouds
15,Provideniya,RU,64.3833,-173.3,11.84,83,88,3.58,overcast clouds
16,Lebu,CL,-37.6167,-73.65,60.22,66,0,20.47,clear sky
17,Shetpe,KZ,44.1667,52.1167,37.53,55,6,15.64,clear sky
18,Deputatskiy,RU,69.3,139.9,-39.78,96,26,2.33,scattered clouds
19,Avarua,CK,-21.2078,-159.775,77.05,88,75,3.44,broken clouds
20,Solnechnyy,RU,50.7214,136.6319,-5.01,90,34,7.0,light snow
21,Souris,CA,49.6172,-100.2612,26.74,82,100,6.38,overcast clouds
22,Rijeka,HR,45.3431,14.4092,47.01,81,75,10.36,broken clouds
23,Beloha,MG,-25.1667,45.05,76.42,69,0,5.46,clear sky
24,Rikitea,PF,-23.1203,-134.9692,75.69,73,22,12.28,few clouds
25,Port-Gentil,GA,-0.7193,8.7815,82.36,83,75,12.66,broken clouds
26,Port Elizabeth,ZA,-33.918,25.5701,64.69,77,90,13.8,light rain
27,Sao Filipe,CV,14.8961,-24.4956,76.33,71,100,10.38,overcast clouds
28,Saint Anthony,US,45.0205,-93.218,34.75,51,90,4.0,overcast clouds
29,Severo-Kurilsk,RU,50.6789,156.125,32.59,66,78,30.6,broken clouds
30,Sawakin,SD,19.1059,37.3321,81.46,66,3,7.49,clear sky
31,Cape Town,ZA,-33.9258,18.4232,69.28,74,20,5.01,light rain
32,Yulara,AU,-25.2406,130.9889,76.84,36,40,17.27,scattered clouds
33,Albany,US,42.6001,-73.9662,42.15,66,100,1.01,overcast clouds
34,Bethel,US,41.3712,-73.414,48.72,56,75,1.01,broken clouds
35,Pevek,RU,69.7008,170.3133,-13.18,98,100,9.1,overcast clouds
36,Ushuaia,AR,-54.8,-68.3,62.26,29,75,17.27,broken clouds
37,Barrow,US,71.2906,-156.7887,10.42,79,90,13.8,overcast clouds
38,Ismailia,EG,30.6043,32.2723,64.06,39,100,8.5,overcast clouds
39,Aswan,EG,24.0934,32.907,74.5,40,0,6.91,clear sky
40,Nikolskoye,RU,59.7035,30.7861,16.02,94,100,5.93,overcast clouds
41,Senneterre,CA,48.3835,-77.2328,10.62,85,100,0.67,light snow
42,Coihaique,CL,-45.5752,-72.0662,73.35,31,0,8.05,clear sky
43,Alofi,NU,-19.0595,-169.9187,78.69,89,30,6.91,light rain
44,Butaritari,KI,3.0707,172.7902,82.85,76,13,16.33,few clouds
45,Hasaki,JP,35.7333,140.8333,39.29,54,2,20.36,clear sky
46,Victoria,HK,22.2855,114.1577,65.32,64,98,1.99,overcast clouds
47,Margate,GB,51.3813,1.3862,42.91,73,100,3.0,overcast clouds
48,Tasiilaq,GL,65.6145,-37.6368,27.03,85,100,23.17,overcast clouds
49,Kruisfontein,ZA,-34.0033,24.7314,60.89,95,100,16.91,light rain
50,Tautira,PF,-17.7333,-149.15,82.42,70,90,14.27,overcast clouds
51,Thompson,CA,55.7435,-97.8558,-7.44,77,90,3.44,light snow
52,Kangaba,ML,11.9333,-8.4167,82.94,19,100,5.06,overcast clouds
53,Upernavik,GL,72.7868,-56.1549,15.51,80,100,6.13,light snow
54,Nelson Bay,AU,-32.7167,152.15,66.99,68,98,1.99,overcast clouds
55,Springfield,US,37.2153,-93.2982,62.42,44,1,7.0,clear sky
56,Saint George,US,37.1041,-113.5841,68.47,42,1,5.75,clear sky
57,Maxixe,MZ,-23.8597,35.3472,80.42,88,40,18.01,scattered clouds
58,Fortuna,US,40.5982,-124.1573,50.32,100,90,0.0,overcast clouds
59,Namibe,AO,-15.1961,12.1522,71.53,68,6,7.11,clear sky
60,Norman Wells,CA,65.282,-126.8329,-39.96,67,20,4.61,few clouds
61,Jalu,LY,29.0331,21.5482,56.62,33,0,13.04,clear sky
62,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,74,26,10.45,scattered clouds
63,Qaanaaq,GL,77.484,-69.3632,0.88,67,67,7.11,broken clouds
64,San Ignacio,BZ,17.1561,-89.0714,75.34,94,75,3.44,broken clouds
65,Harper,LR,4.375,-7.7169,80.24,80,5,9.93,clear sky
66,Kiama,AU,-34.6833,150.8667,63.0,88,100,1.99,overcast clouds
67,Hoquiam,US,46.9809,-123.8893,49.01,92,90,5.75,mist
68,Fort Nelson,CA,58.8053,-122.7002,-18.81,76,75,0.0,light snow
69,Kavieng,PG,-2.5744,150.7967,81.95,81,100,14.12,moderate rain
70,Port Hedland,AU,-20.3167,118.5667,82.45,57,23,10.36,few clouds
71,Chuy,UY,-33.6971,-53.4616,70.97,67,100,11.68,light rain
72,Katsuura,JP,35.1333,140.3,48.31,58,4,13.89,clear sky
73,Kalangala,UG,-0.3089,32.225,72.75,67,100,8.57,overcast clouds
74,Kaili,ID,-3.4626,120.2147,68.25,92,99,2.66,overcast clouds
75,Anadyr,RU,64.75,177.4833,-3.5,54,0,11.18,clear sky
76,Goundi,TD,9.3627,17.366,83.66,26,28,3.2,scattered clouds
77,Kodiak,US,57.79,-152.4072,17.11,79,90,0.0,overcast clouds
78,Antofagasta,CL,-23.65,-70.4,72.21,57,10,10.45,clear sky
79,Arraial Do Cabo,BR,-22.9661,-42.0278,80.56,57,75,10.36,broken clouds
80,Jamestown,US,42.097,-79.2353,44.1,45,1,14.0,clear sky
81,Kaitangata,NZ,-46.2817,169.8464,60.3,83,100,5.57,light rain
82,Guerrero Negro,MX,27.9769,-114.0611,68.67,63,100,16.71,overcast clouds
83,Maneadero,MX,31.7167,-116.5667,69.19,78,49,3.0,scattered clouds
84,Sobolevo,RU,54.4299,31.8996,26.31,91,100,7.94,overcast clouds
85,Pacific Grove,US,36.6177,-121.9166,57.81,82,90,3.0,overcast clouds
86,Bengkulu,ID,-3.8004,102.2655,75.74,91,100,10.2,heavy intensity rain
87,Pangnirtung,CA,66.1451,-65.7125,19.4,73,75,3.44,broken clouds
88,Loa Janan,ID,-0.583,117.095,74.19,99,99,1.86,overcast clouds
89,Arvika,SE,59.6553,12.5852,18.3,91,67,5.7,broken clouds
90,Punta Arenas,CL,-53.15,-70.9167,53.71,71,75,19.57,broken clouds
91,Santa Rosa Del Sur,CO,7.9644,-74.0544,83.07,60,79,2.73,broken clouds
92,Khandyga,RU,62.6667,135.6,-20.56,81,100,2.59,overcast clouds
93,Richards Bay,ZA,-28.783,32.0377,73.09,96,100,7.78,moderate rain
94,Bereda,ES,43.2686,-7.5406,49.91,100,100,4.0,overcast clouds
95,Labytnangi,RU,66.6572,66.4183,-27.92,93,5,3.69,clear sky
96,Yellowknife,CA,62.456,-114.3525,-25.58,79,1,5.75,clear sky
97,Bambous Virieux,MU,-20.3428,57.7575,79.21,78,20,11.5,few clouds
98,Dingle,PH,10.9995,122.6711,71.4,92,52,8.59,broken clouds
99,Puerto Ayora,EC,-0.7393,-90.3518,73.36,82,62,8.77,broken clouds
100,Dikson,RU,73.5069,80.5464,-20.67,99,100,6.98,overcast clouds
101,Hervey Bay,AU,-25.2986,152.8535,70.03,79,98,10.27,overcast clouds
102,Airai,TL,-8.9266,125.4092,61.65,94,100,1.74,overcast clouds
103,Mar Del Plata,AR,-38.0023,-57.5575,60.82,78,0,11.99,clear sky
104,Bluff,NZ,-46.6,168.3333,57.79,90,100,9.44,overcast clouds
105,Chokurdakh,RU,70.6333,147.9167,-40.7,100,64,4.14,broken clouds
106,Salalah,OM,17.0151,54.0924,77.09,61,0,4.61,clear sky
107,Takoradi,GH,4.8845,-1.7554,81.32,78,24,8.19,few clouds
108,Carnarvon,AU,-24.8667,113.6333,71.67,83,0,8.05,clear sky
109,Torbay,CA,47.6666,-52.7314,32.68,47,40,28.77,scattered clouds
110,Ningbo,CN,29.8782,121.5495,40.98,87,53,2.24,broken clouds
111,Vardo,NO,70.3705,31.1107,21.6,73,9,18.97,clear sky
112,Havoysund,NO,70.9963,24.6622,18.48,86,99,12.12,overcast clouds
113,Tiksi,RU,71.6872,128.8694,-21.68,98,100,3.11,overcast clouds
114,Poum,NC,-20.2333,164.0167,79.38,76,7,11.45,clear sky
115,Los Chiles,CR,11.0333,-84.7167,84.97,63,60,9.64,broken clouds
116,Kedrovyy,RU,56.1667,91.8167,23.41,92,100,12.39,overcast clouds
117,Jinchang,CN,38.4953,102.1739,34.72,15,2,2.62,clear sky
118,Ystad,SE,55.4297,13.8204,38.14,88,100,18.63,overcast clouds
119,Lavrentiya,RU,65.5833,-171.0,1.87,93,27,7.0,scattered clouds
120,Vung Tau,VN,10.346,107.0843,74.62,72,100,4.16,overcast clouds
121,Alto Parana,BR,-23.1289,-52.3189,89.96,30,7,3.2,clear sky
122,Petrozavodsk,RU,61.7849,34.3469,-0.94,85,96,4.47,overcast clouds
123,Ossora,RU,59.2353,163.0719,28.33,97,100,7.58,snow
124,Teruel,ES,40.6667,-0.6667,53.56,88,73,16.98,broken clouds
125,Kathmandu,NP,27.7167,85.3167,55.62,94,20,0.0,few clouds
126,Vaini,TO,-21.2,-175.2,78.17,84,24,18.03,light rain
127,Clyde River,CA,70.4692,-68.5914,10.63,92,100,32.21,light snow
128,Ilulissat,GL,69.2167,-51.1,38.21,52,100,31.9,overcast clouds
129,Pravda,RU,46.9396,142.009,6.8,79,100,7.99,light snow
130,Anaconda,US,46.1285,-112.9423,49.77,33,100,20.15,overcast clouds
131,Orumiyeh,IR,37.5527,45.0761,27.95,86,94,4.61,overcast clouds
132,Paamiut,GL,61.994,-49.6678,36.52,90,97,35.59,light rain
133,Rio Gallegos,AR,-51.6226,-69.2181,71.65,26,75,5.75,broken clouds
134,Castro,BR,-24.7911,-50.0119,80.69,37,15,5.79,few clouds
135,Rio De Janeiro,BR,-22.9028,-43.2075,79.02,69,75,12.66,broken clouds
136,Preobrazheniye,RU,42.9019,133.9064,17.65,43,1,4.94,clear sky
137,La Ronge,CA,55.1001,-105.2842,-0.15,65,20,4.61,few clouds
138,Rosarito,MX,32.3333,-117.0333,65.25,69,98,10.16,overcast clouds
139,Zima,RU,53.9202,102.0442,22.37,92,100,3.56,overcast clouds
140,Poya,NC,-21.35,165.15,76.73,82,8,3.85,clear sky
141,Daan,CN,33.0558,106.2958,42.4,68,0,1.21,clear sky
142,Saskylakh,RU,71.9167,114.0833,-20.09,98,100,4.5,overcast clouds
143,Hermanus,ZA,-34.4187,19.2345,67.89,80,100,22.1,overcast clouds
144,Noumea,NC,-22.2763,166.4572,80.01,99,72,6.93,broken clouds
145,East London,ZA,-33.0153,27.9116,67.14,100,90,11.5,light rain
146,Humberto De Campos,BR,-2.5983,-43.4611,82.47,73,100,8.14,overcast clouds
147,Lyngseidet,NO,69.5763,20.2189,21.29,96,18,17.43,few clouds
148,Bismarck,US,46.8083,-100.7837,29.86,87,90,5.01,snow
149,Padang,ID,-0.9492,100.3543,77.05,88,100,1.28,moderate rain
150,Mayumba,GA,-3.432,10.6554,78.26,89,100,8.23,overcast clouds
151,Ulladulla,AU,-35.35,150.4667,57.78,81,100,6.73,overcast clouds
152,Lagoa,PT,39.05,-27.9833,63.63,84,99,12.44,overcast clouds
153,Olhao,PT,37.0286,-7.8411,60.69,82,75,6.91,broken clouds
154,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,100,75,4.47,light shower snow
155,Hofn,IS,64.2539,-15.2082,31.46,55,0,10.71,clear sky
156,Esperance,AU,-33.8667,121.9,53.44,87,39,11.01,scattered clouds
157,Mahebourg,MU,-20.4081,57.7,79.25,78,20,11.5,few clouds
158,Port Alfred,ZA,-33.5906,26.891,67.96,93,100,21.88,light rain
159,Sorland,NO,67.667,12.6934,28.99,59,22,17.85,few clouds
160,Flin Flon,CA,54.7682,-101.865,4.84,72,40,6.91,scattered clouds
161,Aden,YE,12.7794,45.0367,80.2,60,0,12.19,clear sky
162,Alamor,EC,-4.0181,-80.0197,63.64,62,97,5.88,overcast clouds
163,Alice Springs,AU,-23.7,133.8833,76.55,29,49,11.5,scattered clouds
164,Shiogama,JP,38.3167,141.0333,37.53,65,53,13.8,broken clouds
165,Ozernovskiy,RU,51.5,156.5167,31.78,76,100,26.02,snow
166,Idlib,SY,35.9306,36.6339,52.45,48,100,8.32,overcast clouds
167,Barcelona,ES,41.3888,2.159,60.75,58,20,4.0,few clouds
168,Purwodadi,ID,-7.0868,110.9158,72.34,91,100,2.42,light rain
169,Mao,ES,39.8885,4.2658,57.76,72,20,5.75,few clouds
170,Glendive,US,47.1053,-104.7125,29.48,91,90,10.36,snow
171,Lichinga,MZ,-13.3128,35.2406,71.69,60,20,9.22,few clouds
172,Mildura,AU,-34.2,142.15,57.16,58,0,9.22,clear sky
173,San Patricio,US,28.017,-97.5169,84.29,57,35,11.97,scattered clouds
174,Asfi,MA,32.2994,-9.2372,60.37,64,4,17.92,clear sky
175,Geraldton,AU,-28.7667,114.6,63.01,77,0,9.22,clear sky
176,Acambay,MX,19.9558,-99.8417,66.07,20,0,7.74,clear sky
177,Aklavik,CA,68.2191,-135.0107,-19.37,68,1,3.44,clear sky
178,Bubaque,GW,11.2833,-15.8333,81.5,73,11,12.28,few clouds
179,Naze,JP,28.3667,129.4833,57.56,62,100,15.32,overcast clouds
180,Botiz,RO,47.8333,22.95,32.81,93,75,2.3,broken clouds
181,Bandarbeyla,SO,9.4942,50.8122,77.56,68,4,19.77,clear sky
182,San Policarpo,PH,12.1791,125.5072,77.85,81,98,20.58,overcast clouds
183,Lorengau,PG,-2.0226,147.2712,83.52,79,100,18.77,light rain
184,Grindavik,IS,63.8424,-22.4338,28.87,100,40,9.22,scattered clouds
185,Tornio,FI,65.8481,24.1466,-2.18,96,7,5.59,clear sky
186,Santander,ES,43.4647,-3.8044,53.46,83,75,13.0,broken clouds
187,Leningradskiy,RU,69.3833,178.4167,-15.29,97,97,5.48,overcast clouds
188,Tupik,RU,54.4253,119.9327,10.06,92,100,1.54,overcast clouds
189,Leirvik,NO,59.7798,5.5005,37.63,66,100,12.5,overcast clouds
190,Yining,CN,29.0361,114.5636,44.47,66,6,0.43,clear sky
191,Ulaanbaatar,MN,47.9077,106.8832,-5.67,77,0,2.24,clear sky
192,New Norfolk,AU,-42.7826,147.0587,42.71,67,12,2.51,few clouds
193,Inirida,CO,3.8653,-67.9239,79.99,89,100,0.87,light rain
194,Ribeira Grande,PT,38.5167,-28.7,63.0,88,75,4.61,light intensity drizzle
195,Verbivka,UA,49.4167,35.5333,31.93,78,99,6.44,overcast clouds
196,Amga,RU,60.8953,131.9608,-10.01,99,100,3.2,light snow
197,Ban Nahin,LA,18.2418,104.2122,53.19,71,23,4.61,few clouds
198,Sechura,PE,-5.5569,-80.8222,77.23,57,39,13.82,scattered clouds
199,Robertsport,LR,6.7533,-11.3686,82.53,77,96,10.74,overcast clouds
200,Valverde Del Camino,ES,37.5751,-6.7543,57.04,92,28,2.77,scattered clouds
201,Zyryanka,RU,65.75,150.85,-37.41,99,33,6.78,scattered clouds
202,Fort-De-France,MQ,14.6089,-61.0733,84.22,48,75,18.41,broken clouds
203,Okhotsk,RU,59.3833,143.3,-23.33,90,49,13.04,scattered clouds
204,Bredasdorp,ZA,-34.5322,20.0403,65.52,68,100,11.5,light rain
205,Kongolo,CD,-5.3833,27.0,74.48,80,7,1.45,clear sky
206,Nouadhibou,MR,20.931,-17.0347,67.98,68,0,12.66,clear sky
207,Saldanha,ZA,-33.0117,17.9442,66.25,91,100,13.73,moderate rain
208,Korla,CN,41.7597,86.1469,28.11,58,98,3.2,overcast clouds
209,Pisco,PE,-13.7,-76.2167,71.02,78,20,11.5,few clouds
210,Cuenca,EC,-2.8833,-78.9833,71.73,49,75,9.22,light rain
211,Tutoia,BR,-2.7619,-42.2744,89.58,71,95,14.5,overcast clouds
212,Cooma,AU,-36.2333,149.1333,47.97,81,90,6.91,overcast clouds
213,Rocha,UY,-34.4833,-54.3333,71.85,58,100,13.4,overcast clouds
214,Port Blair,IN,11.6667,92.75,79.27,80,39,9.84,scattered clouds
215,Luis Moya,MX,22.4324,-102.2486,71.6,25,8,4.41,clear sky
216,Lubao,PH,14.9167,120.55,77.02,79,11,9.51,few clouds
217,Ola,RU,59.5833,151.2833,1.18,94,100,6.42,overcast clouds
218,Dingli,MT,35.8614,14.3822,55.81,71,20,13.8,few clouds
219,Olafsvik,IS,64.8945,-23.7142,35.22,75,78,5.39,broken clouds
220,Alghero,IT,40.5589,8.3181,59.09,82,40,12.66,scattered clouds
221,Namatanai,PG,-3.6667,152.4333,80.4,83,48,4.97,light rain
222,Nybro,SE,56.7446,15.9071,35.04,86,97,9.55,overcast clouds
223,North Platte,US,41.1239,-100.7654,42.69,70,20,16.11,few clouds
224,Aktau,KZ,43.65,51.2,37.98,61,34,19.3,scattered clouds
225,Havre-Saint-Pierre,CA,50.2334,-63.5986,27.19,46,40,20.71,scattered clouds
226,Saint-Joseph,RE,-21.3667,55.6167,77.38,82,16,8.46,few clouds
227,Angoche,MZ,-16.2325,39.9086,80.8,76,0,12.75,clear sky
228,Beira,MZ,-19.8436,34.8389,82.49,78,0,18.01,clear sky
229,Tiruchchendur,IN,8.4833,78.1167,79.77,82,71,4.63,broken clouds
230,Huarmey,PE,-10.0681,-78.1522,71.62,77,100,10.36,overcast clouds
231,Ayan,RU,56.45,138.1667,3.6,67,100,3.38,overcast clouds
232,Lindi,TZ,-10.0,39.7167,78.42,82,100,5.75,overcast clouds
233,Broome,US,42.2506,-75.833,46.62,63,100,3.0,overcast clouds
234,Palmer,US,42.1584,-72.3287,41.63,57,90,1.01,overcast clouds
235,Albina,SR,5.5,-54.05,80.02,79,100,4.05,overcast clouds
236,Cordoba,AR,-31.4135,-64.1811,80.24,50,75,10.36,broken clouds
237,Iqaluit,CA,63.7506,-68.5145,2.93,77,90,24.0,light snow
238,Shitanjing,CN,39.2342,106.3439,31.06,22,0,3.76,clear sky
239,Necochea,AR,-38.5473,-58.7368,61.03,48,89,15.37,overcast clouds
240,Nioro,GM,13.35,-15.75,88.29,24,100,2.84,overcast clouds
241,Palauig,PH,15.435,119.9045,74.98,66,80,7.14,broken clouds
242,Champerico,GT,14.3,-91.9167,94.35,59,0,6.44,clear sky
243,Chumikan,RU,54.7183,135.315,6.48,77,100,28.66,overcast clouds
244,Faya,SA,18.3851,42.4509,57.31,32,0,2.59,clear sky
245,Mount Pleasant,US,32.7941,-79.8626,76.1,64,1,1.99,clear sky
246,Mehriz,IR,31.5917,54.4318,45.1,37,2,3.0,clear sky
247,Qaqortoq,GL,60.7167,-46.0333,34.54,77,100,17.13,overcast clouds
248,Tome,CL,-36.6167,-72.95,72.21,48,0,10.27,clear sky
249,Chunhuhub,MX,19.55,-88.6833,86.88,42,2,4.0,clear sky
250,Sioux Lookout,CA,50.1001,-91.917,10.78,78,90,12.66,light snow
251,Cajetina,RS,43.7498,19.7127,30.43,95,100,5.28,overcast clouds
252,Ajdabiya,LY,30.7554,20.2263,64.27,56,88,20.89,overcast clouds
253,Kahului,US,20.8947,-156.47,67.26,82,100,5.28,overcast clouds
254,Biak,ID,-0.9131,122.8766,76.95,86,87,2.13,overcast clouds
255,Cabinda,AO,-5.55,12.2,78.4,88,100,6.69,overcast clouds
256,Baherden,TM,38.4362,57.4316,44.65,73,0,6.53,clear sky
257,Abnub,EG,27.2696,31.1511,64.62,33,34,0.94,scattered clouds
258,Puerto Escondido,MX,15.85,-97.0667,86.76,48,0,6.42,clear sky
259,Bukama,CD,-9.2,25.85,74.79,71,2,1.05,clear sky
260,Seymour,US,38.9592,-85.8903,56.26,58,95,8.99,overcast clouds
261,Trinidad,BO,-14.8333,-64.9,91.38,66,40,11.5,scattered clouds
262,Souillac,MU,-20.5167,57.5167,79.36,78,20,11.5,few clouds
263,Gigmoto,PH,13.7796,124.39,76.39,77,85,17.54,overcast clouds
264,Daru,PG,-9.0763,143.2092,80.87,83,100,8.48,overcast clouds
265,Makakilo City,US,21.3469,-158.0858,66.29,84,20,0.0,few clouds
266,Ponta Do Sol,PT,32.6667,-17.1,66.7,68,98,9.71,overcast clouds
267,Sisimiut,GL,66.9395,-53.6735,35.46,86,100,13.67,light rain
268,Nsoko,SZ,-27.0333,31.95,74.66,90,95,3.67,light rain
269,Cidreira,BR,-30.1811,-50.2056,72.32,75,100,18.28,overcast clouds
270,Olbia,IT,40.9214,9.4856,59.05,72,40,11.5,scattered clouds
271,Tashara,RU,55.5195,83.5094,27.23,94,97,9.82,overcast clouds
272,Silver City,US,32.7701,-108.2803,63.3,23,75,3.0,broken clouds
273,Shingu,JP,33.7333,135.9833,39.78,80,3,7.05,clear sky
274,Chinhoyi,ZW,-17.3667,30.2,82.24,29,59,7.7,broken clouds
275,Cairns,AU,-16.9167,145.7667,77.07,86,58,8.05,broken clouds
276,Beyneu,KZ,45.3167,55.2,33.42,76,6,10.22,clear sky
277,Prieska,ZA,-29.6641,22.7474,70.63,61,100,7.61,light rain
